Customer_ID,Signup_Date,Plan,Monthly_Charge,Tenure_Months,Payment_Method,Support_Calls,Login_Frequency,Churned,Churn_Reason
823,2023-10-28,Basic,9.99,15,Credit Card,8,18,1,Found better alternative
824,2023-09-20,Premium,39.99,13,Credit Card,7,4,0,
825,2023-06-25,Standard,19.99,21,Credit Card,2,29,0,
826,2024-03-03,Premium,39.99,7,Credit Card,10,8,0,
827,2024-03-22,Premium,39.99,1,Credit Card,8,19,1,No longer needed
828,2024-04-11,Premium,39.99,31,PayPal,5,22,1,Found better alternative
829,2023-05-08,Premium,39.99,36,Credit Card,1,21,0,
830,2023-02-10,Basic,9.99,14,Credit Card,9,4,1,Found better alternative
831,2023-08-25,Standard,19.99,15,Bank Transfer,5,16,0,
832,2023-04-21,Basic,9.99,4,Credit Card,10,30,1,No longer needed
833,2023-11-06,Standard,19.99,26,Bank Transfer,7,14,0,
834,2023-05-23,Premium,39.99,26,PayPal,6,26,0,
835,2023-09-17,Premium,39.99,25,Mobile Money,3,21,0,
836,2023-11-23,Premium,39.99,6,Credit Card,9,13,0,
837,2024-01-12,Premium,39.99,1,PayPal,2,30,1,Price too high
838,2023-07-13,Standard,19.99,32,Bank Transfer,10,19,0,
839,2024-03-20,Standard,19.99,8,Mobile Money,8,20,0,
840,2023-07-03,Basic,9.99,5,PayPal,0,14,1,Poor service
841,2023-10-06,Premium,39.99,22,Mobile Money,3,28,0,
842,2023-08-09,Basic,9.99,15,Mobile Money,7,26,1,No longer needed
843,2023-07-06,Basic,9.99,31,Credit Card,0,25,0,
844,2023-10-14,Premium,39.99,6,Mobile Money,8,8,0,
845,2023-09-15,Premium,39.99,5,Bank Transfer,2,11,0,
846,2023-01-09,Premium,39.99,25,Credit Card,1,27,0,
847,2024-01-08,Basic,9.99,1,Bank Transfer,7,2,0,
848,2024-03-03,Premium,39.99,34,Bank Transfer,5,12,0,
849,2023-10-19,Standard,19.99,36,Mobile Money,6,19,0,
850,2024-05-04,Basic,9.99,31,Mobile Money,2,19,1,Poor service
851,2023-11-04,Basic,9.99,29,Bank Transfer,7,6,1,Found better alternative
852,2023-07-30,Basic,9.99,20,Credit Card,7,15,1,Found better alternative
853,2024-05-15,Basic,9.99,10,Mobile Money,10,12,0,
854,2024-03-11,Premium,39.99,24,PayPal,5,4,0,
855,2023-06-01,Basic,9.99,21,Bank Transfer,5,9,0,
856,2023-08-04,Standard,19.99,16,PayPal,9,13,0,
857,2023-12-16,Standard,19.99,21,Credit Card,10,21,0,
858,2023-04-07,Basic,9.99,31,PayPal,7,0,0,
859,2023-01-06,Premium,39.99,27,Bank Transfer,5,13,0,
860,2023-05-12,Basic,9.99,29,Bank Transfer,2,1,0,
861,2023-09-24,Premium,39.99,33,Bank Transfer,7,13,1,Poor service
862,2023-03-20,Premium,39.99,8,Mobile Money,3,26,0,
863,2023-10-20,Basic,9.99,21,Credit Card,8,2,1,Poor service
864,2023-10-15,Standard,19.99,1,Mobile Money,8,4,1,Found better alternative
865,2023-09-24,Standard,19.99,36,PayPal,7,25,1,Poor service
866,2023-02-18,Standard,19.99,4,Credit Card,10,22,0,
867,2023-07-02,Premium,39.99,22,Bank Transfer,5,17,0,
868,2023-09-23,Basic,9.99,21,Credit Card,3,22,1,Found better alternative
869,2023-04-06,Premium,39.99,34,Credit Card,9,15,0,
870,2023-02-05,Standard,19.99,24,Mobile Money,7,11,0,
871,2023-04-07,Standard,19.99,32,Credit Card,7,21,1,Found better alternative
872,2023-02-08,Premium,39.99,5,Bank Transfer,9,4,0,
873,2023-02-25,Premium,39.99,9,Mobile Money,7,15,1,Found better alternative
874,2023-09-10,Premium,39.99,3,PayPal,4,16,0,
875,2024-03-22,Standard,19.99,33,Credit Card,1,14,0,
876,2023-05-04,Standard,19.99,22,Bank Transfer,3,28,0,
877,2023-12-23,Basic,9.99,26,PayPal,6,22,0,
878,2023-05-19,Premium,39.99,36,Credit Card,4,26,0,
879,2024-01-12,Premium,39.99,28,PayPal,8,5,1,Price too high
880,2024-05-03,Basic,9.99,5,Credit Card,3,27,0,
881,2024-04-08,Premium,39.99,24,PayPal,9,13,1,Poor service
882,2023-12-19,Standard,19.99,14,Bank Transfer,6,4,0,
883,2023-06-05,Basic,9.99,13,Bank Transfer,7,22,0,
884,2024-05-15,Standard,19.99,27,Credit Card,5,22,1,No longer needed
885,2023-12-26,Premium,39.99,9,Bank Transfer,4,12,0,
886,2023-09-14,Premium,39.99,15,Credit Card,9,28,0,
887,2023-12-26,Premium,39.99,15,Credit Card,7,19,0,
888,2023-12-20,Standard,19.99,32,PayPal,3,30,0,
889,2023-05-31,Premium,39.99,3,Mobile Money,2,11,0,
890,2023-08-04,Basic,9.99,18,Mobile Money,9,20,0,
891,2023-01-21,Basic,9.99,3,Mobile Money,0,20,0,
892,2023-08-25,Standard,19.99,5,Mobile Money,6,26,0,
893,2023-11-04,Standard,19.99,21,Credit Card,0,17,0,
894,2024-05-15,Basic,9.99,5,Credit Card,10,19,0,
895,2023-02-11,Standard,19.99,33,Credit Card,5,14,0,
896,2023-09-30,Standard,19.99,24,Bank Transfer,10,2,0,
897,2023-06-16,Standard,19.99,12,Mobile Money,8,15,1,Price too high
898,2023-08-06,Standard,19.99,22,Bank Transfer,10,26,1,Price too high
899,2023-11-21,Standard,19.99,28,Bank Transfer,2,3,0,
900,2023-09-10,Standard,19.99,16,PayPal,0,7,0,
901,2023-12-28,Basic,9.99,35,Bank Transfer,0,9,1,No longer needed
902,2023-06-07,Premium,39.99,32,Credit Card,6,11,1,Price too high
903,2024-05-04,Standard,19.99,31,Mobile Money,8,25,1,Poor service
904,2024-01-15,Basic,9.99,3,Credit Card,3,5,1,Price too high
905,2023-03-28,Premium,39.99,35,PayPal,4,21,0,
906,2024-03-27,Standard,19.99,36,PayPal,2,12,0,
907,2024-04-29,Standard,19.99,26,PayPal,5,11,0,
908,2024-03-09,Basic,9.99,22,Bank Transfer,8,13,0,
909,2023-11-01,Basic,9.99,27,Mobile Money,10,30,0,
910,2023-08-29,Premium,39.99,31,Credit Card,7,13,0,
911,2023-06-19,Premium,39.99,36,PayPal,9,27,0,
912,2024-04-28,Premium,39.99,26,Bank Transfer,0,27,0,
913,2023-07-13,Premium,39.99,35,Bank Transfer,2,19,0,
914,2024-01-28,Standard,19.99,12,Credit Card,5,14,0,
915,2023-06-14,Basic,9.99,10,Bank Transfer,10,3,0,
916,2023-02-14,Basic,9.99,32,Bank Transfer,4,21,0,
917,2023-03-02,Premium,39.99,3,PayPal,1,20,0,
918,2023-03-08,Standard,19.99,33,Bank Transfer,10,26,0,
919,2023-08-15,Standard,19.99,22,Mobile Money,9,23,0,
920,2023-12-12,Basic,9.99,31,Credit Card,6,6,1,No longer needed
921,2023-02-17,Standard,19.99,22,PayPal,8,26,1,Price too high
922,2023-07-14,Premium,39.99,27,Mobile Money,10,29,0,
923,2023-11-17,Premium,39.99,35,Credit Card,3,4,0,
924,2023-10-19,Basic,9.99,6,PayPal,0,3,0,
925,2024-03-21,Basic,9.99,20,PayPal,6,26,1,Found better alternative
926,2023-03-28,Standard,19.99,16,Mobile Money,7,15,1,No longer needed
927,2023-06-20,Standard,19.99,33,Bank Transfer,2,2,0,
928,2024-01-06,Premium,39.99,35,PayPal,4,2,0,
929,2023-11-17,Premium,39.99,25,Bank Transfer,3,7,0,
930,2023-02-06,Standard,19.99,19,Credit Card,0,28,0,
931,2023-08-06,Basic,9.99,12,Bank Transfer,10,2,0,
932,2023-06-05,Basic,9.99,34,PayPal,3,28,0,
933,2023-12-27,Premium,39.99,28,PayPal,2,1,0,
934,2023-11-30,Basic,9.99,30,Bank Transfer,3,9,0,
935,2024-02-22,Basic,9.99,6,Bank Transfer,9,28,1,Poor service
936,2023-03-06,Basic,9.99,11,PayPal,0,17,0,
937,2023-06-22,Premium,39.99,16,PayPal,3,22,0,
938,2023-04-17,Premium,39.99,15,Bank Transfer,1,18,0,
939,2023-11-16,Premium,39.99,1,PayPal,0,0,1,Poor service
940,2023-06-17,Standard,19.99,1,Credit Card,9,30,1,Found better alternative
941,2024-04-21,Premium,39.99,33,Bank Transfer,6,4,0,
942,2023-03-14,Basic,9.99,21,Mobile Money,0,19,1,Poor service
943,2023-03-28,Basic,9.99,10,Bank Transfer,1,18,0,
944,2023-03-16,Basic,9.99,3,PayPal,4,15,0,
945,2023-07-02,Standard,19.99,2,Mobile Money,9,28,0,
946,2024-01-08,Standard,19.99,15,Mobile Money,8,10,0,
947,2024-03-26,Basic,9.99,33,Credit Card,9,4,0,
948,2024-04-23,Premium,39.99,7,PayPal,1,13,0,
949,2023-07-31,Premium,39.99,34,Mobile Money,1,25,1,Poor service
950,2023-04-18,Standard,19.99,30,Mobile Money,10,27,1,Poor service
951,2023-05-16,Basic,9.99,1,Bank Transfer,0,28,1,Found better alternative
952,2024-01-23,Premium,39.99,4,Bank Transfer,6,7,1,Found better alternative
953,2024-04-25,Standard,19.99,1,Bank Transfer,1,18,0,
954,2024-03-09,Standard,19.99,3,Credit Card,6,17,1,No longer needed
955,2023-05-23,Premium,39.99,21,Mobile Money,3,25,1,Price too high
956,2024-01-20,Premium,39.99,8,Credit Card,4,7,0,
957,2023-12-15,Premium,39.99,13,Mobile Money,3,14,0,
958,2024-04-03,Standard,19.99,24,PayPal,3,25,0,
959,2024-04-07,Standard,19.99,12,Bank Transfer,5,20,0,
960,2024-03-29,Premium,39.99,32,Credit Card,7,18,0,
961,2024-02-05,Standard,19.99,27,PayPal,7,27,0,
962,2023-08-13,Basic,9.99,2,Credit Card,4,16,0,
963,2023-04-17,Premium,39.99,18,Bank Transfer,2,2,0,
964,2023-01-24,Standard,19.99,25,PayPal,5,7,0,
965,2024-02-16,Basic,9.99,28,Bank Transfer,2,0,0,
966,2023-12-16,Premium,39.99,5,Mobile Money,0,7,0,
967,2023-06-28,Basic,9.99,27,Bank Transfer,1,7,0,
968,2023-09-05,Premium,39.99,14,PayPal,2,24,0,
969,2023-01-06,Standard,19.99,36,Credit Card,1,11,0,
970,2023-02-23,Basic,9.99,12,Mobile Money,5,14,1,Poor service
971,2024-04-27,Standard,19.99,22,Mobile Money,1,0,1,Poor service
972,2024-02-08,Basic,9.99,36,Credit Card,1,22,1,No longer needed
973,2023-04-17,Standard,19.99,10,Mobile Money,1,6,0,
974,2023-02-19,Standard,19.99,9,Credit Card,5,11,0,
975,2023-03-29,Premium,39.99,11,Bank Transfer,7,12,1,Poor service
976,2023-01-31,Basic,9.99,5,Credit Card,6,0,0,
977,2023-09-26,Basic,9.99,25,Credit Card,1,24,0,
978,2023-02-21,Basic,9.99,19,PayPal,0,29,0,
979,2023-10-26,Standard,19.99,13,PayPal,2,28,0,
980,2023-02-23,Standard,19.99,1,Bank Transfer,2,17,0,
981,2023-11-30,Premium,39.99,32,Credit Card,3,7,0,
982,2024-01-28,Premium,39.99,9,Credit Card,7,15,0,
983,2024-03-16,Premium,39.99,33,Mobile Money,1,5,1,Price too high
984,2023-11-01,Premium,39.99,24,Credit Card,8,26,1,Found better alternative
985,2023-12-25,Basic,9.99,7,Credit Card,0,19,0,
986,2024-04-09,Basic,9.99,19,Credit Card,10,4,1,No longer needed
987,2024-05-05,Basic,9.99,6,PayPal,10,15,0,
988,2024-04-15,Standard,19.99,29,PayPal,4,27,0,
989,2023-03-21,Premium,39.99,24,Mobile Money,3,25,0,
990,2023-06-07,Standard,19.99,6,Mobile Money,9,18,0,
991,2023-07-11,Standard,19.99,11,PayPal,10,17,1,Found better alternative
992,2024-02-08,Premium,39.99,22,Credit Card,1,26,0,
993,2023-01-03,Standard,19.99,36,Credit Card,6,1,1,Price too high
994,2024-04-16,Standard,19.99,23,Mobile Money,7,30,0,
995,2023-12-05,Basic,9.99,33,Mobile Money,5,22,1,Found better alternative
996,2024-01-26,Basic,9.99,5,PayPal,3,6,0,
997,2023-01-06,Basic,9.99,24,Credit Card,9,23,1,Price too high
998,2023-02-21,Basic,9.99,11,Mobile Money,3,19,1,No longer needed
999,2024-01-13,Basic,9.99,34,Credit Card,4,18,1,Found better alternative
1000,2023-04-27,Standard,19.99,14,Credit Card,1,29,0,
